id	latitude	longitude
266	40.7069	-73.95467
267	40.72807	-73.98594
268	40.6778	-73.94339
269	40.68317	-73.94701
270	40.6761	-73.9529
271	40.67586	-73.95155
272	40.71702	-73.99811
273	40.72321	-73.98157
274	40.77956	-73.98098
275	40.68276	-73.95264
276	40.71368	-73.9626
277	40.72956	-73.98158
278	40.71069	-73.95175
279	40.70863	-73.94641
280	40.82888	-73.94307
281	40.67319	-73.97323
282	40.67846	-73.99443
283	40.6715	-73.94808
284	40.72681	-73.98534
285	40.71904	-73.99392
286	40.71031	-73.9583
287	40.81322	-73.95306
288	40.67732	-73.98225
289	40.68076	-73.9896
290	40.79603	-73.94903
291	40.71492	-73.96282
292	40.80393	-73.95838
293	40.80082	-73.9652
294	40.82976	-73.94867
295	40.683	-73.91981
296	40.78971	-73.9729
297	40.67817	-73.99495
298	40.73119	-73.95578
299	40.71943	-73.99627
300	40.78	-73.98249
301	40.70514	-73.91922
302	40.86713	-73.92811
303	40.73198	-73.98881
304	40.72542	-73.97986
305	40.83494	-73.93869
306	40.71659	-73.98945
307	40.72966	-74.00243
308	40.72898	-73.95552
309	40.87207	-73.90193
310	40.77728	-73.97818
311	40.72646	-73.95341
312	40.71015	-73.96101
313	40.71903	-73.9597
314	40.80892	-73.93985
315	40.80276	-73.9567
316	40.77635	-73.93426
317	40.72488	-73.95018
318	40.71398	-73.95763
319	40.71876	-73.98394
320	40.66552	-73.99019
321	40.73749	-73.95292
322	40.76248	-73.9913
323	40.68674	-73.98876
324	40.6848	-73.96219
325	40.70516	-73.95455
326	40.72329	-73.98486
327	40.73776	-73.95327
328	40.73738	-73.95482
329	40.67542	-73.98142
330	40.73842	-73.95312
331	40.6926	-73.99832
332	40.69441	-73.99771
333	40.72399	-73.98374
334	40.6824	-73.94615
335	40.68949	-73.91708
336	40.68819	-73.97258
337	40.7205	-73.96015
338	40.72451	-73.98094
339	40.73813	-73.95394
340	40.67591	-73.94715
341	40.72843	-73.98895
342	40.71271	-73.99776
343	40.66966	-73.94735
344	40.71965	-73.98766
345	40.68613	-73.96536
346	40.68048	-73.94911
347	40.68314	-73.93963
348	40.75961	-73.91117
349	40.67473	-73.94494
350	40.69305	-73.93185
351	40.67174	-73.95663
352	40.71055	-73.95098
353	40.69465	-73.95458
354	40.68413	-73.96542
355	40.73877	-73.97707
356	40.74893	-73.99544
357	40.79406	-73.94102
358	40.68795	-73.97332
359	40.85295	-73.93361
360	40.72413	-73.76133
361	40.66918	-73.99187
362	40.71125	-73.95613
363	40.78558	-73.9696
364	40.71577	-73.96053
365	40.73861	-73.95485
366	40.72577	-73.98745
367	40.58615	-73.81245
368	40.67086	-73.94872
369	40.82773	-73.95231
370	40.68505	-73.95684
371	40.72911	-73.95493
372	40.77944	-73.98567
373	40.74503	-73.98876
374	40.67539	-73.96093
375	40.8054	-73.95189
376	40.78491	-73.9508
377	40.69088	-73.97307
378	40.67555	-73.95057
379	40.75835	-73.99193
380	40.66527	-73.9886
381	40.71895	-73.99434
382	40.75579	-73.96699
383	40.82399	-73.95328
384	40.81822	-73.94095
385	40.76434	-73.92132
386	40.67705	-73.94925
387	40.69263	-73.99438
388	40.68448	-73.92747
389	40.74412	-74.00208
390	40.73067	-73.98702
391	40.70665	-73.94061
392	40.72063	-73.95952
393	40.67644	-73.98082
394	40.80481	-73.94794
395	40.72533	-73.99143
396	40.68569	-73.93038
397	40.64302	-73.97255
398	40.72939	-73.98857
399	40.79918	-73.96607
400	40.66862	-73.9926
401	40.81333	-73.94453
402	40.72473	-73.95199
403	40.70925	-73.85262
404	40.73215	-74.00922
405	40.71109	-73.94332
406	40.7463	-73.97926
407	40.71823	-73.95849
408	40.651	-73.94886
409	40.68626	-73.97598
410	40.74488	-74.001
411	40.67632	-73.97616
412	40.72212	-73.94254
413	40.67456	-73.95151
414	40.71363	-73.96019
415	40.6755	-73.95878
416	40.72274	-73.97581
417	40.6858	-73.9828
418	40.67535	-73.97654
419	40.72255	-73.99346
420	40.72094	-73.99706
421	40.72485	-73.97813
422	40.80473	-73.9532
423	40.72217	-73.98419
424	40.71943	-73.9565
425	40.74249	-74.00329
426	40.79264	-73.97294
427	40.65749	-73.97675
428	40.80474	-73.94688
429	40.72831	-74.00177
430	40.71541	-73.94144
431	40.79765	-73.96245
432	40.78508	-73.95332
433	40.89747	-73.8639
434	40.72008	-73.98404
435	40.75725	-73.91098
436	40.7102	-73.94495
437	40.67359	-73.97904
438	40.72674	-73.9782
439	40.81156	-73.94571
440	40.80497	-73.95016
441	40.7385	-73.91806
442	40.72937	-73.95671
443	40.72587	-73.98438
444	40.82426	-73.9463
445	40.71624	-73.96272
446	40.68101	-73.94081
447	40.68669	-73.91989
448	40.71534	-73.95914
449	40.68288	-73.96024
450	40.72489	-73.95494
451	40.70867	-73.94284
452	40.67963	-73.93908
453	40.6798	-73.93908
454	40.74346	-73.99882
455	40.77724	-73.98109
456	40.72972	-73.97995
457	40.74102	-73.91681
458	40.71309	-73.94128
459	40.83096	-73.94633
460	40.71323	-73.95745
461	40.67212	-73.9506
462	40.71023	-73.96665
463	40.80523	-73.95139
464	40.72636	-73.98917
465	40.72185	-73.93956
466	40.72351	-73.99683
467	40.6809	-73.99233
468	40.80525	-73.95916
469	40.74	-73.91901
470	40.80006	-73.96049
471	40.70283	-73.92131
472	40.84468	-73.94303
473	40.68252	-73.99619
474	40.74342	-73.99483
475	40.67853	-73.98089
476	40.6788	-73.97643
477	40.77886	-73.98042
478	40.72578	-73.97879
479	40.66085	-73.98537
480	40.80113	-73.94503
481	40.78569	-73.97581
482	40.82411	-73.94934
483	40.68131	-73.95332
484	40.85811	-73.90675
485	40.70667	-73.96524
486	40.60452	-73.97103
487	40.7932	-73.94007
488	40.68768	-73.97611
489	40.80224	-73.94558
490	40.71473	-73.98842
491	40.80518	-73.95359
492	40.80827	-73.95329
493	40.72901	-73.95812
494	40.73476	-73.98452
495	40.69055	-73.92357
496	40.7735	-73.98697
497	40.67505	-73.95969
498	40.72974	-73.98201
499	40.70925	-73.95425
500	40.72315	-73.95226
501	40.73939	-73.99612
502	40.74112	-73.97686
503	40.72019	-73.98217
504	40.72133	-73.99666
505	40.75744	-73.92163
506	40.75695	-73.9202
507	40.8296	-73.94651
508	40.79056	-73.9468
509	40.73631	-73.99977
510	40.86466	-73.85709
511	40.71312	-73.96199
512	40.71297	-73.94336
513	40.73712	-74.00166
514	40.69242	-73.95097
515	40.73862	-73.99758
516	40.7158	-73.95803
517	40.68262	-73.97299
518	40.73217	-73.98801
519	40.76311	-73.99388
520	40.74695	-74.00454
521	40.67497	-73.87305
522	40.66788	-73.94813
523	40.76684	-73.95944
524	40.68967	-73.95445
525	40.67946	-73.96501
526	40.66944	-73.98083
527	40.72566	-73.97748
528	40.7709	-73.99181
529	40.71943	-73.95958
530	40.74249	-73.92466
531	40.74033	-74.00024
532	40.7969	-73.96128
533	40.83403	-73.94553
534	40.65513	-73.95641
535	40.65589	-73.95539
536	40.70275	-73.94501
537	40.68897	-73.93569
538	40.67617	-73.98136
539	40.67595	-73.98053
540	40.76415	-73.99067
541	40.83127	-73.94718
542	40.68497	-73.95592
543	40.82922	-73.94174
544	40.71137	-73.94362
545	40.76739	-73.9557
546	40.73089	-73.98195
547	40.6755	-73.97859
548	40.68812	-73.94934
549	40.7694	-73.9572
550	40.68634	-73.96161
551	40.7093	-73.9497
552	40.713	-73.99752
553	40.75895	-73.9883
554	40.68186	-73.94113
555	40.68364	-73.91076
556	40.71893	-73.9428
557	40.82802	-73.92039
558	40.68765	-73.97073
559	40.71413	-73.96596
560	40.58422	-73.94079
561	40.71973	-73.95582
562	40.69025	-73.93323
563	40.73826	-73.92458
564	40.73049	-73.96115
565	40.72956	-73.97903
566	40.73854	-74.00821
567	40.75877	-73.98863
568	40.67688	-73.9859
569	40.70051	-73.92204
570	40.71712	-73.98898
571	40.60742	-74.14388
572	40.68741	-73.95741
573	40.75627	-73.9211
574	40.79816	-73.9619
575	40.61927	-74.0307
576	40.8078	-73.95208
577	40.61922	-73.99399
578	40.68275	-73.96148
579	40.71813	-73.98416
580	40.71892	-73.98401
581	40.816	-73.95545
582	40.82748	-73.95153
583	40.68634	-73.95088
584	40.72229	-73.97901
585	40.72956	-73.99287
586	40.72595	-73.95298
587	40.71193	-74.00817
588	40.68012	-73.97847
589	40.74233	-73.99865
590	40.67424	-73.96665
591	40.80486	-73.95298
592	40.80307	-73.95048
593	40.68653	-73.98562
594	40.74267	-73.98569
595	40.68749	-73.95494
596	40.68645	-73.97538
597	40.68999	-73.96711
598	40.61077	-74.06824
599	40.71126	-73.94576
600	40.67855	-73.94949
601	40.72416	-73.9853
602	40.68516	-73.92521
603	40.73507	-74.00048
604	40.71611	-73.99828
605	40.67964	-73.93946
606	40.76189	-73.99
607	40.72645	-73.98035
608	40.66293	-73.99833
609	40.69046	-73.95167
610	40.83001	-73.92158
611	40.79239	-73.94535
612	40.72709	-73.98274
613	40.72599	-74.00168
614	40.68309	-73.94219
615	40.79442	-73.93433
616	40.76166	-73.99675
617	40.70163	-73.90867
618	40.75575	-73.96842
619	40.80903	-73.94197
620	40.74581	-73.95295
621	40.66414	-73.98574
622	40.74	-74.00381
623	40.75348	-73.97065
624	40.72066	-73.98506
625	40.71746	-73.95497
626	40.70257	-73.9847
627	40.72264	-73.9837
628	40.73833	-73.98186
629	40.73268	-73.99255
630	40.71892	-73.99628
631	40.77679	-73.91687
632	40.71693	-73.98948
633	40.73685	-73.98359
634	40.68501	-73.97019
635	40.66068	-73.96003
636	40.67722	-73.96542
637	40.68975	-73.96703
638	40.69221	-73.95866
639	40.72969	-74.00635
640	40.6893	-73.96602
641	40.70832	-73.94157
642	40.68016	-73.94878
643	40.70875	-73.95508
644	40.85888	-73.92886
645	40.8679	-73.90023
646	40.6889	-73.95383
647	40.75127	-73.99637
648	40.67607	-73.94421
649	40.73834	-73.9823
650	40.7347	-73.88066
651	40.71876	-73.98851
652	40.73787	-73.95385
653	40.73066	-74.00287
654	40.73291	-74.00059
655	40.85099	-73.92822
656	40.68707	-73.91918
657	40.7184	-73.96019
658	40.67495	-73.95563
659	40.71582	-73.99902
660	40.81068	-73.94288
661	40.81122	-73.94279
662	40.73129	-73.99944
663	40.71628	-73.95737
664	40.78558	-73.9726
665	40.7146	-73.991
666	40.79493	-73.94462
667	40.6623	-73.99049
668	40.73693	-73.95284
669	40.73641	-73.9533
670	40.73794	-73.95254
671	40.58147	-73.96726
672	40.79771	-73.96323
673	40.81512	-73.94692
674	40.7373	-73.95323
675	40.73708	-73.95271
676	40.73652	-73.95236
677	40.73693	-73.95316
678	40.73784	-73.95324
679	40.73674	-73.95247
680	40.73783	-73.95259
681	40.73714	-73.95296
682	40.73731	-73.9545
683	40.74965	-73.89344
684	40.73793	-73.95316
685	40.68197	-73.96549
686	40.70271	-73.91566
687	40.7116	-73.9529
688	40.69241	-73.94885
689	40.72004	-73.99424
690	40.74511	-73.92398
691	40.74599	-74.00253
692	40.68946	-73.99385
693	40.68226	-73.95473
694	40.67855	-73.8896
695	40.71408	-73.9489
696	40.68618	-73.96144
697	40.67379	-73.98454
698	40.70554	-73.76637
699	40.74031	-74.00532
700	40.74618	-74.00392
701	40.81872	-73.94567
702	40.59251	-74.06479
703	40.59101	-74.06685
704	40.59262	-74.06659
705	40.69142	-73.97203
706	40.76928	-73.95021
707	40.68338	-73.95289
708	40.72953	-74.00462
709	40.70523	-74.01345
710	40.74025	-74.00161
711	40.73378	-74.00429
712	40.72087	-73.99022
713	40.64468	-73.94219
714	40.7193	-73.98966
715	40.73312	-74.0042
716	40.69778	-73.97676
717	40.72534	-73.98591
718	40.82151	-73.94516
719	40.72059	-73.9567
720	40.74558	-73.92324
721	40.79433	-73.9765
722	40.81055	-73.95549
723	40.6711	-73.95231
724	40.67962	-73.88928
725	40.76217	-73.98411
726	40.76128	-73.96463
727	40.72313	-73.99438
728	40.7177	-73.95576
729	40.78448	-73.97289
730	40.78304	-73.97447
731	40.68737	-73.97125
732	40.74139	-74.0005
733	40.71992	-73.98773
734	40.71905	-73.99677
735	40.70741	-74.00102
736	40.73349	-73.86009
737	40.89557	-73.8447
738	40.64277	-73.97296
739	40.79111	-73.94466
740	40.79951	-73.95257
741	40.71647	-73.93974
742	40.75114	-74.00195
743	40.66431	-73.93216
744	40.74579	-73.95012
745	40.70278	-73.92673
746	40.74409	-73.91122
747	40.68812	-73.93254
748	40.72454	-73.99151
749	40.71073	-73.96207
750	40.71028	-73.96128
751	40.65772	-73.96131
752	40.68884	-73.95059
753	40.6865	-73.95372
754	40.75282	-73.97315
755	40.76373	-73.96897
756	40.73388	-73.99452
757	40.85774	-73.92901
758	40.72257	-73.98465
759	40.72723	-73.95728
760	40.69135	-73.97321
761	40.70513	-73.95505
762	40.73301	-74.00268
763	40.79793	-73.93612
764	40.80285	-73.95166
765	40.70642	-73.91665
766	40.68156	-73.96537
767	40.77368	-73.95198
768	40.68631	-73.93702
769	40.65992	-73.99042
770	40.67847	-73.97038
771	40.81371	-73.95585
772	40.72868	-73.95835
773	40.73168	-73.98662
774	40.65689	-73.9533
775	40.7928	-73.93967
776	40.77117	-73.91905
777	40.73729	-74.00807
778	40.66984	-73.95141
779	40.82977	-73.94071
780	40.68492	-73.95489
781	40.68255	-73.91957
782	40.67392	-73.94662
783	40.73879	-74.00425
784	40.73321	-73.95587
785	40.80671	-73.95082
786	40.6433	-73.97386
787	40.71601	-73.99123
788	40.68106	-73.9292
789	40.68131	-73.98879
790	40.67264	-73.98136
791	40.67889	-73.86404
792	40.7241	-73.97899
793	40.70766	-73.95191
794	40.71422	-73.9484
795	40.76001	-73.99133
796	40.66441	-73.97974
797	40.73362	-74.00923
798	40.73119	-73.98819
799	40.74494	-73.9998
800	40.69657	-73.9129
801	40.67106	-73.95463
802	40.80748	-73.95589
803	40.68991	-73.93179
804	40.76147	-73.99152
805	40.68174	-73.91921
806	40.68538	-74.00056
807	40.70839	-73.94289
808	40.69018	-73.98107
809	40.68128	-73.99522
810	40.72948	-73.98694
811	40.68353	-73.9914
812	40.72506	-73.98865
813	40.72891	-74.00293
814	40.7253	-73.99916
815	40.75295	-73.93228
816	40.71947	-73.95252
817	40.71283	-73.99703
818	40.77338	-73.98887
819	40.67385	-73.94405
820	40.76856	-73.91828
821	40.73908	-74.00378
822	40.7625	-73.9869
823	40.69755	-73.91187
824	40.67335	-73.96
825	40.80497	-73.95146
826	40.70736	-73.94331
827	40.73683	-73.9543
828	40.76444	-73.92607
829	40.7389	-73.95395
830	40.77611	-73.97808
831	40.73806	-73.95462
832	40.73661	-73.95479
833	40.73857	-73.95435
834	40.711	-73.96225
835	40.70686	-73.95365
836	40.73857	-73.95299
837	40.71095	-73.95239
838	40.70918	-73.94881
839	40.71685	-73.96573
840	40.7909	-73.96762
841	40.71143	-73.94159
842	40.737	-73.87444
843	40.66469	-73.96091
844	40.68855	-73.95405
845	40.71653	-73.95554
846	40.69309	-73.97074
847	40.70638	-73.96627
848	40.71629	-73.95786
849	40.68622	-73.94675
850	40.71635	-73.94609
851	40.77272	-73.95307
852	40.72509	-74.00304
853	40.66795	-73.89232
854	40.72582	-73.95843
855	40.80637	-73.95433
856	40.64387	-73.96855
857	40.7968	-73.93611
858	40.79596	-73.94463
859	40.78012	-73.98439
860	40.77508	-73.9799
861	40.71532	-73.96064
862	40.68786	-73.97421
863	40.70793	-73.91987
864	40.79044	-73.97513
865	40.72668	-73.95762
866	40.62318	-74.07848
867	40.82286	-73.94596
868	40.82451	-73.94457
869	40.69348	-73.95927
870	40.78443	-73.97399
871	40.67679	-73.95639
872	40.79107	-73.94381
873	40.70215	-73.91139
874	40.67339	-73.96519
875	40.72209	-73.99274
876	40.73171	-73.98717
877	40.69213	-73.951
878	40.73237	-74.00608
879	40.64354	-73.97777
880	40.80343	-73.9531
881	40.70462	-73.9228
882	40.71394	-73.96267
883	40.6339	-74.02035
884	40.73028	-73.95927
885	40.8076	-73.94433
886	40.66485	-73.98343
887	40.71279	-73.95852
888	40.73294	-73.98282
889	40.83456	-73.9457
890	40.72091	-73.95814
891	40.71819	-73.95414
892	40.73887	-74.00342
893	40.77892	-73.98238
894	40.71336	-73.96192
895	40.77688	-73.96177
896	40.71368	-73.94478
897	40.7761	-73.95265
898	40.77471	-73.95574
899	40.68625	-73.96446
900	40.725	-73.98851
901	40.74016	-73.97665
902	40.75023	-73.98293
903	40.78867	-73.96809
904	40.66604	-73.95914
905	40.63593	-73.96076
906	40.71638	-73.99167
907	40.86658	-73.92558
908	40.71179	-73.96449
909	40.76186	-73.99165
910	40.71417	-73.95917
911	40.82772	-73.93877
912	40.63602	-73.94607
913	40.63759	-73.9459
914	40.63611	-73.94637
915	40.803	-73.95278
916	40.79526	-73.9655
917	40.75763	-73.99482
918	40.77577	-73.98258
919	40.77631	-73.95289
920	40.76774	-73.9892
921	40.81169	-73.94355
922	40.75782	-73.99349
923	40.83177	-73.95
924	40.73104	-74.00879
925	40.74253	-73.9916
926	40.64372	-74.02066
927	40.72886	-74.00013
928	40.71868	-73.99017
929	40.72143	-73.98117
930	40.71682	-73.96369
931	40.67725	-73.9821
932	40.66888	-73.95292
933	40.67188	-73.97533
934	40.74964	-73.99158
935	40.65846	-73.95057
936	40.78164	-73.94717
937	40.71515	-73.99029
938	40.72986	-73.97913
939	40.66039	-73.95937
940	40.66898	-73.9571
941	40.75407	-73.96713
942	40.70712	-73.94013
943	40.74553	-73.98943
944	40.77584	-73.9502
945	40.79967	-73.95156
946	40.80142	-73.96931
947	40.70507	-73.9353
948	40.67962	-73.97655
949	40.66847	-73.94875
950	40.7376	-73.95678
951	40.71148	-73.95573
952	40.67425	-73.96514
953	40.72899	-73.97792
954	40.72488	-73.94013
955	40.72212	-73.95696
956	40.68534	-73.93433
957	40.62109	-74.16534
958	40.78161	-73.97898
959	40.75643	-73.99046
960	40.67407	-73.98111
961	40.59721	-73.95149
962	40.80491	-73.94866
963	40.80334	-73.94805
964	40.87039	-73.91611
965	40.704	-73.93285
966	40.87991	-73.91673
967	40.62766	-74.07988
968	40.7685	-73.96034
969	40.76082	-73.97548
970	40.74238	-73.98122
971	40.80151	-73.9522
972	40.83434	-73.94027
973	40.73677	-73.98084
974	40.71151	-73.81561
975	40.68581	-73.84642
976	40.68636	-74.00345
977	40.70994	-73.96573
978	40.76013	-73.99007
979	40.70621	-74.01525
980	40.72172	-73.99689
981	40.72049	-73.95221
982	40.71068	-73.81577
983	40.74125	-73.98862
984	40.83091	-73.94223
985	40.7824	-73.98294
986	40.72634	-73.98267
987	40.82703	-73.94311
988	40.78521	-73.95489
989	40.66106	-73.98316
990	40.72123	-73.98996
991	40.70339	-73.92945
992	40.66009	-73.96237
993	40.67939	-73.99398
994	40.76494	-73.95804
995	40.80192	-73.95827
996	40.79314	-73.94853
997	40.7453	-73.99056
998	40.72812	-73.97966
999	40.7093	-73.96484
1000	40.64791	-73.97904
1001	40.75453	-73.93377
1002	40.72057	-73.99976
1003	40.7234	-73.99439
1004	40.71121	-73.94669
1005	40.68979	-73.91661
1006	40.73448	-73.99797
1007	40.65937	-73.95906
1008	40.68599	-73.98826
1009	40.79477	-73.95046
1010	40.5781	-73.95455
1011	40.72278	-73.9967
1012	40.71472	-73.96225
1013	40.66924	-73.94406
1014	40.67259	-73.95489
1015	40.69321	-73.9442
1016	40.71348	-73.94447
1017	40.75816	-73.96457
1018	40.70537	-74.00992
1019	40.68722	-73.96289
1020	40.73111	-73.98528
1021	40.72212	-73.94389
1022	40.66626	-73.97933
1023	40.72978	-73.9793
1024	40.68838	-73.94193
1025	40.71804	-73.98565
1026	40.68559	-73.93896
1027	40.77995	-73.98342
1028	40.7559	-73.99469
1029	40.76291	-73.99202
1030	40.74406	-73.98273
1031	40.73041	-74.00498
1032	40.6764	-73.96218
1033	40.70279	-73.98284
1034	40.67436	-73.956
1035	40.83559	-73.94095
1036	40.79234	-73.96482
1037	40.83451	-73.93885
1038	40.74826	-73.94633
1039	40.67763	-73.97185
1040	40.68472	-73.96691
1041	40.65408	-73.87883
1042	40.67302	-73.98756
1043	40.70633	-74.00974
1044	40.77548	-73.95183
1045	40.73775	-74.00344
1046	40.70917	-74.0146
1047	40.7108	-73.96226
1048	40.72507	-73.98861
1049	40.82726	-73.9444
1050	40.82669	-73.94281
1051	40.67078	-73.98815
1052	40.728	-73.97903
1053	40.65814	-73.96181
1054	40.71517	-73.94292
1055	40.66859	-73.98235
1056	40.70054	-73.90255
1057	40.74572	-73.99965
1058	40.78911	-73.97396
1059	40.68813	-73.92817
1060	40.81128	-73.92399
1061	40.77593	-73.97699
1062	40.73903	-73.97975
1063	40.71164	-73.965
1064	40.75193	-73.87873
1065	40.74906	-73.89377
1066	40.71756	-73.95282
1067	40.8179	-73.94319
1068	40.64814	-73.97304
1069	40.81611	-73.89909
1070	40.62897	-73.90334
